"","Name","Earn"
"752","Clearwater Christian College","38000"
"753","Lorenzo Walker Technical College","27700"
"754","Daytona State College","28200"
"755","South University-West Palm Beach","37800"
"756","Eckerd College","39000"
"757","Florida SouthWestern State College","32800"
"758","Edward Waters College","24200"
"759","Embry-Riddle Aeronautical University-Daytona Beach","59300"
"760","Florida Agricultural and Mechanical University","38300"
"761","Florida Atlantic University","41200"
"762","Florida State College at Jacksonville","31500"
"763","Flagler College-St Augustine","34900"
"764","Florida College","35000"
"765","Concorde Career Institute-Jacksonville","21500"
"766","Concorde Career Institute-Miramar","21800"
"767","Concorde Career Institute-Tampa","22500"
"768","Adventist University of Health Sciences","52100"
"769","Florida Institute of Technology","50300"
"770","Florida Institute of Ultrasound Inc","46400"
"771","Florida International University","43400"
"772","Florida Keys Community College","29600"
"773","Florida Memorial University","24900"
"774","Florida Career College-Miami","24600"
"775","Florida School of Massage","NULL"
"776","Florida Southern College","36700"
"777","Florida State University","44700"
"778","Florida Technical College","23800"
"779","University of Southernmost Florida","25200"
"780","University of Florida","54300"
"781","Everest University-Pompano Beach","28900"
"782","Fort Pierce Beauty Academy","18600"
"783","Full Sail University","38100"
"784","George Stone Technical Center","23800"
"785","George T Baker Aviation Technical College","42200"
"786","Gulf Coast State College","30000"
"787","Key College","26700"
"788","Hillsborough Community College","32200"
"789","Hobe Sound Bible College","PrivacySuppressed"
"790","Hollywood Institute of Beauty Careers","NULL"
"791","Cortiva Institute-Florida","25500"
"792","Indian River State College","29300"
"793","Sanford-Brown College-Tampa","28400"
"794","International Academy","20200"
"795","AI Miami International University of Art and Design","30700"
"796","ITT Technical Institute-Tampa","38300"
"797","Jacksonville University","49100"
"798","Jones College-Jacksonville","27600"
"799","Keiser University-Ft Lauderdale","31500"
"800","Heritage Institute-Ft Myers","20700"
"801","La Belle Beauty School","15300"
"802","Florida Gateway College","28400"
"803","Lake Technical College","28000"
"804","Lake-Sumter State College","30800"
"805","Fort Myers Technical College","30700"
"806","Lively Technical Center","23800"
"807","Lindsey Hopkins Technical College","28400"
"808","Loraines Academy & Spa","19900"
"809","Luther Rice University & Seminary","38300"
"810","State College of Florida-Manatee-Sarasota","30300"
"811","Manatee Technical College","30000"
"812","Manhattan Hairstyling Academy","20300"
"813","Traviss Career Center","28700"
"814","Trinity International University-Florida","38000"
"815","Miami Lakes Educational Center and Technical College","30500"
"816","Miami Dade College","30600"
"817","University of Miami","60400"
"818","Orange Technical College-Mid Florida Campus","24500"
"819","Beauty Schools of America-Miami","17000"
"820","Remington College-Tampa Campus","23900"
"821","Everest Institute-North Miami","24000"
"822","Everest Institute-Hialeah","24000"
"823","Academy of Palm Beach","20800"
"824","Lincoln College of Technology-West Palm Beach","27800"
"825","Fortis College-Tampa","22300"
"826","Paul Mitchell the School-Jacksonville","15400"
"827","North Florida Community College","26600"
"828","University of North Florida","41500"
"829","Northwood University-Florida","46400"
"830","Nova Southeastern University","49800"
"831","Northwest Florida State College","29800"
"832","Orange Park International School of Beauty","NULL"
"833","Everest University-North Orlando","26000"
"834","Orange Technical College-Orlando Campus","25800"
"835","Palm Beach Atlantic University","41100"
"836","Palm Beach State College","32000"
"837","Pasco-Hernando State College","28600"
"838","Pensacola State College","27600"
"839","Pinellas Technical College-Clearwater","28800"
"840","Polk State College","30500"
"841","Radford M Locklin Technical Center","23300"
"842","Saint Vincent de Paul Regional Seminary","NULL"
"843","Ridge Career Center","20300"
"844","Ringling College of Art and Design","36600"
"845","Toni & Guy Hairdressing Academy-Jacksonville","24100"
"846","Robert Morgan Educational Center and Technical College","29600"
"847","Rollins College","44200"
"848","First Coast Technical College","21700"
"849","Saint Leo University","44500"
"850","St Petersburg College","32300"
"851","Pinellas Technical College-St. Petersburg","26100"
"852","Santa Fe College","33600"
"853","Suncoast Technical College","28800"
"854","Argosy University-Sarasota","41500"
"855","Seminole State College of Florida","30800"
"856","Sheridan Technical College","27300"
"857","Saint John Vianney College Seminary","NULL"
"858","Saint Johns River State College","30100"
"859","South Florida State College","28500"
"860","University of South Florida-Main Campus","40500"
"861","St Thomas University","52500"
"862","Stenotype Institute of Jacksonville Inc-Jacksonville","27800"
"863","Stetson University","40900"
"864","Southeastern University","31900"
"865","Benes International School of Beauty","20200"
"866","RIVEROAK Technical College","24200"
"867","Tallahassee Community College","29700"
"868","Talmudic College of Florida","PrivacySuppressed"
"869","Everest University-Tampa","26900"
"870","Everest University-Largo","23900"
"871","The University of Tampa","44700"
"872","Taylor Technical Institute","22000"
"873","Tom P Haney Technical Center","22900"
"874","Trinity Baptist College","27700"
"875","Trinity College of Florida","29100"
"876","Fashion Focus Hair Academy","PrivacySuppressed"
"877","Valencia College","31600"
"878","Warner University","37200"
"879","Florida Panhandle Technical College","23600"
"880","Webber International University","31300"
"881","Rasmussen College-Florida","30400"
"882","The University of West Florida","36000"
"883","Orange Technical College-Westside Campus","22000"
"884","William T McFatter Technical College","35600"
"885","Orange Technical College-Winter Park Campus","24300"
"886","Withlacoochee Technical Institute","26000"
"887","Abraham Baldwin Agricultural College","31100"
"888","United Education Institute","19600"
"889","Agnes Scott College","39600"
"890","Interactive College of Technology-Chamblee","24600"
"891","Interactive College of Technology-Morrow","24600"
"892","Albany Technical College","23400"
"893","Darton State College","31500"
"894","Albany State University","29300"
"895","Andrew College","25900"
"896","Armstrong State University","38900"
"897","The Art Institute of Atlanta","30400"
"898","Georgia Career Institute","20300"
"899","Atlanta Technical College","23400"
"900","Point University","28800"
"901","Atlanta Metropolitan State College","27400"
"902","Atlanta's John Marshall Law School","NULL"
"903","Atlanta School of Massage","28600"
"904","Clark Atlanta University","31600"
"905","Augusta Technical College","25300"
"906","Augusta State University","34000"
"907","Bainbridge State College","24400"
"908","Bauder College","23000"
"909","Beauty College of America","20600"
"910","Berry College","37200"
"911","Beulah Heights University","30100"
"912","Brenau University","40700"
"913","Brewton-Parker College","31500"
"914","Brown College of Court Reporting","27100"
"915","College of Coastal Georgia","30100"
"916","West Georgia Technical College","28400"
"917","Carver Bible College","NULL"
"918","Clayton  State University","37700"
"919","Columbia Theological Seminary","NULL"
"920","Columbus Technical College","25700"
"921","Columbus State University","32800"
"922","Georgia Northwestern Technical College","26800"
"923","Covenant College","41200"
"924","Dalton State College","29500"
"925","Pro Way Hair School","17500"
"926","DeVry University-Georgia","44000"
"927","South University-Savannah","37800"
"928","East Georgia State College","29200"
"929","Emmanuel College","30300"
"930","Emory University","71800"
"931","Georgia Highlands College","33200"
"932","Fort Valley State University","28000"
"933","Grady Health System Professional Schools","PrivacySuppressed"
"934","Georgia Institute of Technology-Main Campus","69300"
"935","Georgia Southwestern State University","34300"
"936","Gainesville State College","33300"
"937","Georgia College and State University","38400"
"938","Georgia Military College","31300"
"939","Georgia Southern University","39000"
"940","Georgia State University","40400"
"941","University of Georgia","48500"
"942","Gordon State College","29800"
"943","Southern Crescent Technical College","26200"
"944","Gupton Jones College of Funeral Service","29100"
"945","Gwinnett College-Lilburn","25100"
"946","Gwinnett Technical College","31700"
"947","Middle Georgia Technical College","26800"
"948","Interdenominational Theological Center","PrivacySuppressed"
"949","Kennesaw State University","40200"
"950","LaGrange College","38300"
"951","Lanier Technical College","24400"
"952","Life University","39800"
"953","Central Georgia Technical College","23400"
"954","Macon State College","32500"
"955","Chattahoochee Technical College","27700"
"956","Herzing University-Atlanta","37300"
"957","Georgia Health Sciences University","61700"
"958","Mercer University","52200"
"959","Middle Georgia College","31000"
"960","Morehouse College","40600"
"961","Morehouse School of Medicine","PrivacySuppressed"
"962","Moultrie Technical College","20800"
"963","North Georgia College & State University","40300"
"964","North Georgia Technical College","23100"
"965","Oglethorpe University","39400"
"966","Paine College","23000"
"967","Piedmont College","38400"
"968","Portfolio Center","54200"
"969","Reinhardt University","36100"
"970","Savannah Technical College","26500"
"971","Savannah College of Art and Design","34600"
"972","Savannah State University","29900"
"973","Shorter University","45300"
"974","South Georgia College","30700"
"975","South Georgia Technical College","24500"
"976","The Creative Circus","79600"
"977","Spelman College","41800"
"978","Southern Polytechnic State University","48900"
"979","Southwest Georgia Technical College","26100"
"980","Thomas University","34200"
"981","Toccoa Falls College","26300"
"982","Truett-McConnell College","30400"
"983","Wiregrass Georgia Technical College","23000"
