"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"6536","Brown Mackie College-Albuquerque","Albuquerque","NM","87123","www.brownmackie.edu","35.07932","-106.52703","NULL",3,"11","NULL",24259,"0","0","0","0","0","0","0","0","0","0","0","0"
"6537","Brown Mackie College-St Louis","Fenton","MO","63026","www.brownmackie.edu","38.54435","-90.43652","NULL",3,"21","NULL",22343,"0","0","0","0","0","0","0","0","0","0","0","0"
"6538","Avant Gard The School","Avon","IN","46123","www.avantgardtheschool.com","39.75947","-86.378231","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6539","The Beauty Institute-Schwarzkopf Professional-Bellingham","Bellingham","WA","98225","thebeautyinstituteskp.com","48.75067","-122.476461","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6540","California University of Management and Sciences","Anaheim","CA","92801","www.calums.edu","33.84201","-117.942011","NULL",2,"11","NULL",25820,"0","0","0","1","0","0","0","0","0","1","1","0"
"6541","Ross Medical Education Center-Davison","Davison","MI","48423","www.rosseducation.edu","43.037733","-83.518078","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6542","Ross Medical Education Center-Granger","Granger","IN","46530","www.rosseducation.edu","41.71857","-86.174251","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6543","Ross Medical Education Center-Niles","Niles","OH","44446","www.rosseducation.edu","41.21312","-80.752161","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6544","Ross Medical Education Center-Canton","Canton","MI","48187","www.rosseducation.edu","42.322085","-83.482717","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6545","Pima Medical Institute-Houston","Houston","TX","77024","pmi.edu","29.78303","-95.548441","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6546","Illinois Media School-Chicago Campus","Chicago","IL","60605","www.beonair.com/chicago","41.87497","-87.627981","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6547","Concorde Career College-Dallas","Dallas","TX","75243","www.concorde.edu","32.91858","-96.741651","1",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6548","Concorde Career Institute-Orlando","Orlando","FL","32803","www.concorde.edu","28.55978","-81.340391","1",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6549","Concorde Career College-San Antonio","San Antonio","TX","78229","www.concorde.edu","29.49005","-98.582281","1",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6550","Ecotech Institute","Aurora","CO","80012","www.ecotechinstitute.com","39.69125","-104.827081","NULL",3,"11","NULL",22026,"0","0","0","0","0","0","0","0","0","0","0","0"
"6551","Johnson & Wales University-Online","Providence","RI","2903","online.jwu.edu","41.82013","-71.413151","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6552","Everest College-Fort Worth South","Ft Worth","TX","76115","www.everest.edu/campus/fort_worth_south","32.68499","-97.322091","NULL",3,"11","NULL",25791,"0","0","0","0","0","0","0","0","0","0","0","0"
"6553","Everest College-Santa Ana","Santa Ana","CA","92701","www.everest.edu/campus/santa_ana","33.74753","-117.872831","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6554","Moreno Valley College","Moreno Valley","CA","92551","www.mvc.edu/","33.885822","-117.205147","NULL",1,"21","NULL",12553,"0","0","0","0","0","0","0","0","0","0","0","0"
"6555","Hair Design Institute at Fifth Avenue-New York","New York","NY","10018","hairdesigninstitute.edu","40.753","-73.992411","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6556","Onondaga School of Therapeutic Massage-Rochester","Rochester","NY","14607","www.ostm.edu/","43.15865","-77.583691","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6557","Norco College","Norco","CA","92860","www.norcocollege.edu/Pages/index.aspx","33.91675","-117.568201","NULL",1,"21","NULL",11815,"0","0","0","0","0","0","0","0","0","0","0","0"
"6558","Daymar College-Louisville","Louisville","KY","40245","www.daymarcollege.edu/","38.291923","-85.517695","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6559","Dorsey Business Schools-Saginaw","Saginaw","MI","48603","www.dorsey.edu","43.471079","-83.975473","NULL",3,"22","NULL",29375,"0","0","0","0","0","0","0","0","0","0","0","0"
"6560","Milan Institute of Cosmetology-La Quinta","La Quinta","CA","92253","www.milaninstitute.edu","33.710674","-116.289789","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6561","Milan Institute-Nampa","Nampa","ID","83651","www.milaninstitute.edu","43.600966","-116.593793","NULL",3,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6562","Milan Institute of Cosmetology-El Paso","El Paso","TX","79936","www.milaninstitute.edu","31.74942","-106.300611","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6563","Universal Technical Institute - Dallas Fort Worth","Irving","TX","75063","www.uti.edu","32.93807","-97.012641","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6564","Finger Lakes School of Massage","Mt. Kisco","NY","10549","www.flsm.com/","41.21741","-73.718131","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6565","Park Avenue School of Cosmetology","Park Rapids","MN","56470-1551","www.parkavenuecosmetology.com","46.91961","-95.059471","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6566","Salter School of Nursing and Allied Health","Manchester","NH","3103","www.salternursing.com","42.9975","-71.468411","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6567","Salter School-New Bedford","New Bedford","MA","2745","salterschool.com","41.67489","-70.941711","NULL",3,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6568","Harris School of Business-Upper Darby Campus","Upper Darby","PA","19082","www.harrisschool.edu","39.95908","-75.258801","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6569","Brown Mackie College-San Antonio","San Antonio","TX","78229","www.brownmackie.edu","29.49426","-98.555841","NULL",3,"11","NULL",23849,"0","0","0","0","0","0","0","0","0","0","1","0"
"6570","Hollywood Institute of Beauty Careers","North Bay Village","FL","33141","www.hi.edu","25.84825","-80.15473","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6571","Cortiva Institute-New Jersey","Wall","NJ","7719","https://www.cortiva.com","40.15056","-74.09713","NULL",3,"21","NULL",22983,"0","0","0","0","0","0","0","0","0","0","0","0"
"6572","Cambridge Junior College-Woodland","Woodland","CA","95695","www.cambridge.edu","38.67783","-121.774381","0.8065",3,"23","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6573","ICPR Junior College-Manati","ManatÌ_","PR","674","www.icprjc.edu","18.42669","-66.46521","NULL",3,"21","NULL",10650,"0","0","0","0","0","0","0","0","0","0","0","0"
"6574","Ridley-Lowell Business & Technical Institute-Danbury","Danbury","CT","6810","www.ridley.edu","41.39019","-73.429831","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6575","Artistic Nails and Beauty Academy-Lakeland","Lakeland","FL","33801","www.artisticbeautyschool.com/","28.05287","-81.946581","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6576","Paul Mitchell the School-Murfreesboro","Murfreesboro","TN","37129","www.paulmitchelltheschool.com","35.84922","-86.419151","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6577","Allied American University","Laguna Hills","CA","92653-1337","allied.edu","33.62312","-117.729441","NULL",3,"21","NULL",NA,"0","0","0","2","0","0","0","0","0","0","2","0"
"6578","American Sentinel University","Aurora","CO","80014-6510","www.americansentinel.edu","39.67657","-104.831151","NULL",3,"11","NULL",NA,"0","0","0","2","0","0","0","0","0","2","2","0"
"6579","Tribeca Flashpoint College","Chicago","IL","60602-2716","www.tribecaflashpoint.edu/","41.882844","-87.630936","0.8994",3,"11","NULL",38465,"0","0","0","0","0","0","0","0","0","0","0","0"
"6580","Hawaii Medical College","Honolulu","HI","96814-3518","www.hmi.edu","21.29498","-157.847541","NULL",3,"11","NULL",18111,"0","0","0","0","0","0","0","0","0","0","0","0"
"6581","Carolina College of Hair Design","Asheville","NC","28805-1232","carolinacollege.com","35.59383","-82.534301","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6582","Virginia College-Baton Rouge","Baton Rouge","LA","70815-8604","www.vc.edu/campus/baton-rouge-louisiana-college.cfm","30.45901","-91.095071","NULL",3,"12","NULL",20336,"0","0","0","0","0","0","0","0","0","0","0","0"
"6583","Remington College-Heathrow Campus","Heathrow","FL","32746","www.remingtoncollege.edu/","28.7662","-81.361171","0.5929",2,"21","NULL",23740,"0","0","0","0","0","0","0","0","0","0","2","0"
"6584","College of Massage Therapy","Blackfoot","ID","83221-1758","www.collegemassagetherapy.com","43.193167","-112.347397","0.7097",1,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6585","Miller-Motte College-Jacksonville","Jacksonville","NC","28540-5901","www.miller-motte.edu","34.752687","-77.41034","NULL",3,"13","NULL",25899,"0","0","0","0","0","0","0","0","0","0","0","0"
"6586","Miller-Motte Technical College-Augusta","Augusta","GA","30907-0921","www.miller-motte.edu","33.49521","-82.086981","NULL",3,"12","NULL",22442,"0","0","0","0","0","0","0","0","0","0","0","0"
"6587","Miller-Motte Technical College-Conway","Conway","SC","29526-9508","www.miller-motte.edu","33.788822","-78.993461","NULL",3,"22","NULL",22384,"0","0","0","0","0","0","0","0","0","0","0","0"
"6588","Virginia College-Macon","Macon","GA","31206-3180","www.vc.edu/campus/macon-georgia-college.cfm","32.81439","-83.680241","NULL",3,"12","NULL",21259,"0","0","0","0","0","0","0","0","0","0","0","0"
"6589","Virginia College-Spartanburg","Spartanburg","SC","29301-2450","www.vc.edu/campus/spartanburg-south-carolina-college.cfm","34.93594","-82.005621","NULL",3,"22","NULL",20477,"0","0","0","0","0","0","0","0","0","0","0","0"
"6590","Aveda Institute-Portland","Portland","OR","97209-3144","avedapdx.com","45.52559","-122.684791","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6591","Chamberlain College of Nursing-Virginia","Arlington","VA","22202","www.chamberlain.edu","38.85232","-77.050211","0.3333",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6592","Stevens-Henager College","Boise","ID","83709-6733","www.stevenshenager.edu/","43.59087","-116.278761","NULL",2,"12","NULL",28887,"0","0","0","1","0","0","0","0","0","0","1","0"
"6593","Summit Salon Academy-Cincinnati","Cincinnati","OH","45211-2660","www.summitsalonacademy.org","39.14617","-84.621201","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6594","Penrose Academy","Scottsdale","AZ","85254-4065","penrose.edu/","33.60824","-111.927391","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6595","Virginia College-Richmond","Richmond","VA","23225-5502","www.vc.edu/campus/richmond-virginia-college.cfm","37.501009","-77.528469","NULL",3,"21","NULL",22140,"0","0","0","0","0","0","0","0","0","0","0","0"
"6596","Skin Institute","Saint Louis","MO","63126","www.skininstitute.edu","38.527964","-90.363057","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6597","Northwest Institute of Literary Arts","Langley","WA","98260-0000","www.nila.edu/mfa","48.00712","-122.460161","NULL",2,"42","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6598","Body Therapy Institute","Siler City","NC","27344-6728","www.bti.edu","35.77931","-79.335181","NULL",3,"42","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6599","Beauty Academy of South Florida","Hialeah Gardens","FL","33016-2421","www.basf.edu","25.8629","-80.323581","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6600","Ogle School Hair Skin Nails-North Dallas","Dallas","TX","75248-1216","www.ogleschool.com","32.984565","-96.804044","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6601","The Salon Professional Academy-North Little Rock","North Little Rock","AR","72116-7310","littlerockbeautyschool.com/","34.797099","-92.256013","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6602","The Salon Professional Academy-St Charles","St. Charles","MO","63301-1021","tspastlouis.com","38.788205","-90.539643","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6603","American College for Medical Careers","Orlando","FL","32809","www.acmc.edu","28.470194","-81.402904","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6604","Mildred Elley-New York Campus","New York","NY","10004-1010","www.mildred-elley.edu","40.70574","-74.014001","NULL",3,"11","NULL",20359,"0","0","0","0","0","0","0","0","0","0","0","0"
"6605","National Paralegal College","Phoenix","AZ","85014-1561","nationalparalegal.edu","33.53065","-112.064151","NULL",3,"11","NULL",18068,"0","0","0","0","0","0","0","0","0","0","0","0"
"6606","Carolina College of Biblical Studies","Fayetteville","NC","28303-5157","ccbs.edu","35.05141","-78.939511","NULL",2,"12","NULL",17365,"0","0","0","0","0","0","0","0","0","0","0","0"
"6607","Star Career Academy-Audubon","Audubon","PA","19403-2422","starcareer.edu/campuses/norristown-valley-forge-area-pa-campus/","40.11858","-75.417361","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6608","Allstate Hairstyling & Barber College","Cleveland","OH","44113-3413","www.allstatehairstyling.com","41.48406","-81.704451","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6609","Oxford Graduate School","Dayton","TN","37321-6736","www.ogs.edu/","35.468613","-85.054851","NULL",2,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6610","Jung Tao School of Classical Chinese Medicine","Sugar Grove","NC","28679-9657","www.jungtao.edu","36.26276","-81.784711","NULL",2,"42","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6611","New York Film Academy","Burbank","CA","91505","www.nyfa.edu","34.152","-118.335431","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6612","The Collective School Of Music","New York","NY","10011-2026","thecollective.edu/","40.7379","-73.996851","NULL",3,"11","NULL",40285,"0","0","0","0","0","0","0","0","0","0","0","0"
"6613","International College of Cosmetology","Oakland","CA","94601-3525","www.icoc.edu","37.77497","-122.220871","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6614","Bella Capelli Academy","Monroeville","PA","15146-2388","monroeville.paulmitchell.edu/","40.43278","-79.781411","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6615","Institute of Medical Careers","Pittsburgh","PA","15235-3718","www.imc.edu","40.46525","-79.824131","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6616","Toni & Guy Hairdressing Academy-Modesto","Modesto","CA","95356-0535","modesto.toniguy.edu/","37.69402","-121.062891","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6617","Georgia Christian University","Atlanta","GA","30360","www.gcuniv.edu","33.92835","-84.268021","NULL",2,"21","NULL",25010,"0","0","0","0","1","0","0","0","0","0","1","0"
"6618","Flagler Technical Institute","Palm Coast","FL","32164","fti.flaglerschools.com","29.475547","-81.212332","NULL",1,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6619","Galaxy Medical College","North Hollywood","CA","91606-1593","www.galaxymedcollege.com","34.187","-118.395931","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6620","American Medical Sciences Center","Glendale","CA","91204-5108","www.amscedu.com","34.14705","-118.257031","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6621","Mandalyn Academy","American Fork","UT","84003-2161","www.mandalynacademy.com","40.3716","-111.780771","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6622","Jose Maria Vargas University","Pembroke Pines","FL","33026","www.jmvu.edu/","26.008322","-80.280306","NULL",3,"21","NULL",NA,"0","0","0","0","1","0","0","0","0","0","1","0"
"6623","Laird Institute of Spa Therapy","Manchester","NH","03102-5263","www.lairdinstitute.com","42.96755","-71.480871","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6624","D A Dorsey Technical College","Miami","FL","33147-6304","dadorsey.dadeschools.net/","25.839659","-80.225644","NULL",1,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6625","Keweenaw Bay Ojibwa Community College","Baraga","MI","49908-0000","www.kbocc.edu","46.779646","-88.508833","NULL",1,"43","NULL",12311,"0","0","0","0","0","0","0","0","0","0","0","0"
"6626","Meridian Institute of Surgical Assisting","Nashville","TN","37218","www.meridian-institute.edu","36.18843","-86.844001","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6627","Mauna Loa Helicopters","Kailua Kona","HI","96740-2650","maunaloahelicopters.com","19.72935","-156.041184","NULL",3,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6628","Acaydia School of Aesthetics","Provo","UT","84601-0000","www.acaydia.com","40.23479","-111.658171","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6629","Manhattan Institute","New York","NY","10001","www.manhattaninstitute.com/","40.749379","-73.986698","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6630","Cosmetic Arts Institute","Walterboro","SC","29488-4216","www.cosmeticartsinstitute.edu","32.89577","-80.639021","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6631","Holistic Massage Training Institute","Baltimore","MD","21218-2407","www.massagetrainingbaltimore.com","39.33143","-76.616801","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6632","Diamonds Cosmetology College","Sherman","TX","75090-2657","www.diamondscosmetology.com/","33.673565","-96.606399","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6633","Tramy Beauty School","San Diego","CA","92115-6347","WWW.TRAMYBEAUTYSCHOOL.EDU","32.7501","-117.07075","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6634","Northern Virginia School of Therapeutic Massage","Falls Church","VA","22046-4302","www.nvschoolofmassage.com/","38.8849","-77.172081","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6635","Paul Mitchell the School-St Louis","St. Louis","MO","63108-1554","school.paulmitchell.edu/st-louis-mo","38.64474","-90.262731","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6636","Advanced Training Institute","Las Vegas","NV","89118-1519","www.atitraining.com","36.09589","-115.206821","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6637","Cosmopolitan Beauty and Tech School","Annandale","VA","22003-3204","www.cosmopolitan.edu","38.832341","-77.189258","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6638","Salon 496 Barber Academy","Greenville","SC","29607-2548","www.salon496.org","34.83147","-82.371351","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6639","Shepherds Theological Seminary","Cary","NC","27518-9316","shepherds.edu","35.74456","-78.742981","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6640","Taylor Andrews Academy of Hair Design-West Jordan","West Jordan","UT","84088-6577","www.taylorandrew.com/","40.587368","-111.934083","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6641","Santa Ana Beauty Academy","Santa Ana","CA","92705-7820","www.saba-ca.com","33.76676","-117.835251","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6642","Grace College of Divinity","Fayetteville","NC","28314-2343","www.GCD.edu","35.059","-78.961201","NULL",2,"12","NULL",9126,"0","0","0","0","0","0","0","0","0","0","0","0"
"6643","Cosmetology College of Franklin County","Saint Clair","MO","63077-1515","cosmetologycollegefranklincounty.com/","38.344003","-90.980902","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6644","Rochester School of Hair Design","Rochester","MN","55901-4310","www.rochesterschoolofhairdesign.com","44.06759","-92.504121","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6645","Aveda Institute-New Mexico","Albuquerque","NM","87104-1160","www.avedanm.com","35.09187","-106.667721","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6646","Nashville Barber and Style Academy","Madison","TN","37115","www.nashvillebarberandstyleacademy.com","36.253961","-86.717925","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6647","American Trade School","Saint Ann","MO","63074-1807","www.americantradeschool.edu","38.72866","-90.379961","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6648","Estelle Skin Care and Spa Institute","Skokie","IL","60077-9945","www.skincareandspainstitute.com/","42.06397","-87.746931","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6649","Paul Mitchell the School-Honolulu","Honolulu","HI","96816-2433","honolulu.paulmitchell.edu/","21.28206","-157.800461","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6650","Elite Cosmetology School","Yucca Valley","CA","92284-2860","elitecosmetologyschool.com","34.1212","-116.435361","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6651","American Technical Institute","Bayamon","PR","00957-0000","www.amtecpr.com/","18.380037","-66.18609","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6652","Bergin University of Canine Studies","Rohnert Park","CA","94928","www.berginu.edu","38.35375","-122.720721","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","1","0","0","0","0","0"
"6653","Aveda Institute-Boise","Boise","ID","83704-4406","www.avedaboise.com","43.636108","-116.274285","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6654","American Health Institute","Port Richey","FL","34668","www.americanhealth.edu","28.305144","-82.702215","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6655","Pima Medical Institute-Aurora","Aurora","CO","80012-0000","pmi.edu","39.69564","-104.831491","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6656","Real Barbers College","Anaheim","CA","92805-2962","www.therealbarbercollege.com","33.83367","-117.920671","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6657","Capilo School of Hair Design","Augusta","ME","04330-0000","www.capilo.com","44.317523","-69.777031","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6658","Pure Aesthetics","Tucson","AZ","85716-3823","www.pureaesthetics.edu","32.23573","-110.929841","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6659","Lindsey Institute of Cosmetology","Bowling Green","KY","42103-8036","www.lindseyinstitute.com","36.94733","-86.420761","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6660","The Salon Professional Academy-Iowa City","Iowa City","IA","52240-6083","tspaiowacity.com/","41.64261","-91.503051","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6661","Buckner Barber School","Dallas","TX","75217-1775","bucknerbarberschool.com/","32.738525","-96.683003","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6662","Simmons College of Kentucky","Louisville","KY","40203-3322","www.simmonscollegeky.edu","38.239234","-85.764517","NULL",2,"21","NULL",6428,"0","0","0","0","0","0","0","0","0","0","0","0"
"6663","Atelier Esthetique Institute of Esthetics","New York","NY","10011-7307","www.aeinstitute.net","40.73814","-73.999581","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6664","Ashdown College of Health Sciences","Redlands","CA","92373","ashdowncollege.edu","34.05831","-117.180651","NULL",3,"13","NULL",20714,"0","0","0","0","0","0","0","0","0","0","0","0"
"6665","Advanced College of Cosmetology","Waupun","WI","53963-0000","www.accsuccess.com","43.63283","-88.736121","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6666","North American University","Houston","TX","77038-0000","www.na.edu","29.937288","-95.468481","NULL",2,"21","NULL",22507,"0","0","0","1","1","0","0","0","0","0","1","0"
"6667","Entourage Institute of Beauty and Esthetics","Lenexa","KS","66215-3803","www.entouragebeauty.com","38.958","-94.725291","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6668","United Beauty College","Denver","CO","80223-2936","ubc-denver.com/","39.69726","-105.011261","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6669","Cinta Aveda Institute","San Francisco","CA","94108-3204","www.cintaaveda.com","37.7909","-122.404261","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6670","Long Island Nail & Skin Care Institute","Levittown","NY","11756-1316","www.linailskincare.com","40.725677","-73.498794","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6671","Mesivta Keser Torah","Lakewood","NJ","8701","NULL","40.09639","-74.217081","1",2,"13","NULL",23664,"0","0","0","0","0","0","0","0","0","0","0","0"
"6672","Southern California Health Institute","North Hollywood","CA","91601-3154","www.sochi.edu","34.16536","-118.374371","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6673","Best Care Training Institute","East Orange","NJ","07018-1703","bestcarehealth.com","40.76522","-74.220921","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6674","First Class Cosmetology School","Beloit","WI","53511-0000","firstclasscosmetologyschool.com","42.49901","-89.036231","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6675","Millennia Atlantic University","Doral","FL","33178-2369","www.maufl.edu","25.8082","-80.352671","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","1","0"
"6676","Abcott Institute","Southfield","MI","48075-5227","www.abcott.edu","42.44639","-83.210611","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6677","The Salon Professional Academy-Kenosha","Kenosha","WI","53142-4950","kenoshatspa.com/","42.558916","-87.852842","NULL",3,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6678","Paul Mitchell the School-Indianapolis","Indianapolis","IN","46227-6252","indianapolis.paulmitchell.edu","39.639033","-86.129136","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"6679","Taylor Andrews Academy-St George","St. George","UT","84790-2139","www.taylorandrewstgeorge.com","37.10809","-113.555601","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
